trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,gender_slider.response,is_trial,image.dir,image.num,rating_score.response,rating_score.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,2.0,y,./images/male/29.jpg,.jpg,3.0,12.990527799999654,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
1,0,1,0,,n,./images/male/22.jpg,.jpg,2.0,6.099328799999967,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
2,0,2,0,,n,./images/male/7.jpg,jpg,2.0,6.357149200000094,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
3,0,3,0,,n,./images/male/5.jpg,jpg,3.0,2.015773199999785,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
4,0,4,0,,n,./images/male/21.jpg,.jpg,3.0,1.3294980000000578,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
5,0,5,0,,n,./images/male/10.jpg,.jpg,2.0,1.9165830000001733,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
6,0,6,0,,n,./images/male/1.jpg,jpg,3.0,1.2238907999999356,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
7,0,7,0,,n,./images/male/28.jpg,.jpg,3.0,5.815417300000263,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
8,0,8,0,,n,./images/male/15.jpg,.jpg,2.0,4.504960500000379,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
9,0,9,0,,n,./images/male/11.jpg,.jpg,3.0,3.8650258999996367,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
10,0,10,0,,n,./images/male/4.jpg,jpg,2.0,1.264394099999663,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
11,0,11,0,,n,./images/male/23.jpg,.jpg,3.0,1.2130264999996143,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
12,0,12,0,,n,./images/male/3.jpg,jpg,3.0,1.0991008000000875,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
13,0,13,0,,n,./images/male/14.jpg,.jpg,1.0,4.497335600000042,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
14,0,14,0,,n,./images/male/9.jpg,jpg,2.0,1.0434048000006442,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
15,0,15,0,,n,./images/male/17.jpg,.jpg,1.0,4.796339000000444,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
16,0,16,0,,n,./images/male/12.jpg,.jpg,1.0,3.8178749000007883,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
17,0,17,0,,n,./images/male/8.jpg,jpg,2.0,1.2728893000003154,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
18,0,18,0,,n,./images/male/19.jpg,.jpg,1.0,1.755018900000323,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
19,0,19,0,,n,./images/male/20.jpg,.jpg,3.0,0.9860424999997122,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
20,0,20,0,,n,./images/male/30.jpg,.jpg,2.0,1.092322200000126,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
21,0,21,0,,n,./images/male/18.jpg,.jpg,2.0,1.379963299999872,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
22,0,22,0,,n,./images/male/16.jpg,.jpg,4.0,8.05351570000039,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
23,0,23,0,,n,./images/male/6.jpg,jpg,4.0,2.2635328000005757,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
24,0,24,0,,n,./images/male/24.jpg,.jpg,4.0,1.8664105999996536,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
25,0,25,0,,n,./images/male/25.jpg,.jpg,1.0,3.195707300000322,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
26,0,26,0,,n,./images/male/26.jpg,.jpg,4.0,4.81158669999968,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
27,0,27,0,,n,./images/male/27.jpg,.jpg,1.0,1.4177842999997665,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
28,0,28,0,,n,./images/male/2.jpg,jpg,2.0,2.1992447000002358,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
29,0,29,0,,n,./images/male/13.jpg,.jpg,3.0,2.9259568000006766,118170,001,2022_Aug_04_1343,pupil_reaction_to_faces,2021.2.3,59.901258765118364,
