20.2035 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1680, 1050]. Using actual size
21.2985 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026FE9417128>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000026FE95B8DA0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1680, 1050]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
21.2988 	EXP 	window1: mouseVisible = True
21.2988 	EXP 	window1: recordFrameIntervals = False
21.4627 	EXP 	window1: recordFrameIntervals = True
21.6472 	EXP 	window1: recordFrameIntervals = False
22.2429 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text="Welcome!\n\nPress 'space' to continue", units='height', win=Window(...), wrapWidth=1)
22.2548 	EXP 	window1: mouseVisible = True
22.2741 	EXP 	Created gender_slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Open Sans', granularity=1.0, labelHeight=0.06, labelWrapWidth=None, labels=('male', 'female'), name='gender_slider', opacity=None, pos=(0, 0.1), readOnly=False, self=UNKNOWN, size=(0.6, 0.1), startValue=None, style=method-wrapper(...), styleTweaks=method-wrapper(...), ticks=array([1, 2]), units='height', win=Window(...))
22.2947 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='Please select your gender:', units='height', win=Window(...), wrapWidth=1)
22.3036 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0.0, pos=array([ 0. , -0.2]), rgb=UNKNOWN, text="press 'space' to continue", units='height', win=Window(...), wrapWidth=1)
22.3280 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.08, italic=False, languageStyle='Arabic', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text="Press 'space' for the next image", units='height', win=Window(...), wrapWidth=1)
22.3343 	EXP 	Created img_shuffled = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='img_shuffled', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.8, 0.8]), texRes=128.0, units='height', win=Window(...))
22.3358 	EXP 	Created image_stimuli = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='image_stimuli', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.8, 0.8]), texRes=128.0, units='height', win=Window(...))
22.3417 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='Please rate the image:', units='height', win=Window(...), wrapWidth=1)
22.3487 	EXP 	window1: mouseVisible = True
22.3801 	EXP 	Created rating_score = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-2, fillColor=None, flip=False, font='Open Sans', granularity=1.0, labelHeight=0.04, labelWrapWidth=None, labels=tuple(...), name='rating_score', opacity=None, pos=(0, 0), readOnly=False, self=UNKNOWN, size=(1.0, 0.1), startValue=None, style=method-wrapper(...), styleTweaks=method-wrapper(...), ticks=array([1, 2, 3, 4]), units='height', win=Window(...))
22.3933 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='text_7', opacity=1, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text="press 'space' to continue", units='height', win=Window(...), wrapWidth=1)
22.4072 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank you for participating!', units='height', win=Window(...), wrapWidth=1)
22.4455 	EXP 	gender_slider: autoLog = True
22.4455 	EXP 	gender_slider: markerPos = None
22.4455 	EXP 	gender_slider: rating = None
22.4455 	EXP 	gender_slider: markerPos = None
22.4455 	EXP 	gender_slider: contrast = 1.0
22.4455 	EXP 	gender_slider: autoLog = True
22.4455 	EXP 	gender_slider: styleTweaks = []
22.4455 	EXP 	gender_slider: style = 'radio'
22.4455 	EXP 	gender_slider: styleTweaks = []
22.4455 	EXP 	rating_score: autoLog = True
22.4455 	EXP 	rating_score: markerPos = None
22.4455 	EXP 	rating_score: rating = None
22.4455 	EXP 	rating_score: markerPos = None
22.4455 	EXP 	rating_score: contrast = 1.0
22.4455 	EXP 	rating_score: autoLog = True
22.4455 	EXP 	rating_score: styleTweaks = []
22.4455 	EXP 	rating_score: style = 'rating'
22.4455 	EXP 	rating_score: styleTweaks = []
22.4455 	EXP 	text: autoDraw = True
24.6947 	DATA 	Keypress: space
24.7116 	EXP 	text: autoDraw = False
24.7116 	EXP 	gender_slider: markerPos = None
24.7116 	EXP 	gender_slider: markerPos = None
24.7116 	EXP 	gender_slider: rating = None
24.7116 	EXP 	gender_slider: autoDraw = True
24.7116 	EXP 	text_5: autoDraw = True
24.7116 	EXP 	text_6: autoDraw = True
27.5429 	DATA 	Mouse: Left button down, pos=(557,642)
27.5572 	EXP 	gender_slider: markerPos = 1.0507936676343281
27.5849 	EXP 	gender_slider: markerPos = 1.0507936676343281
27.6035 	EXP 	gender_slider: markerPos = 1.0507936676343281
27.6228 	EXP 	gender_slider: markerPos = 1.0507936676343281
27.6395 	EXP 	gender_slider: markerPos = 1.0507936676343281
27.6565 	EXP 	gender_slider: markerPos = 1.0507936676343281
27.6852 	EXP 	gender_slider: markerPos = 1.0507936676343281
27.6896 	DATA 	Mouse:  Left button up, pos=(557,642)
27.7056 	EXP 	gender_slider: markerPos = 1.0
27.7056 	EXP 	gender_slider: rating = 1.0
28.4652 	EXP 	Created sequence: sequential, trialTypes=1, nReps=30, seed=None
28.4656 	EXP 	New trial (rep=0, index=0): None
28.4865 	DATA 	Keypress: space
28.4935 	EXP 	gender_slider: autoDraw = False
28.4935 	EXP 	text_5: autoDraw = False
28.4935 	EXP 	text_6: autoDraw = False
28.4935 	EXP 	text_2: text = "To start the trial run, press 'space'"
28.4935 	EXP 	text_2: autoDraw = True
29.8124 	DATA 	Keypress: space
30.3976 	EXP 	text_2: autoDraw = False
30.3976 	EXP 	img_shuffled: image = <PIL.Image.Image image mode=RGB size=512x512 at 0x2702F8C4D68>
30.3976 	EXP 	img_shuffled: autoDraw = True
31.8642 	EXP 	img_shuffled: autoDraw = False
31.8642 	EXP 	image_stimuli: image = './images/female/17.jpg'
31.8642 	EXP 	image_stimuli: autoDraw = True
36.8611 	EXP 	image_stimuli: autoDraw = False
36.8611 	EXP 	rating_score: markerPos = None
36.8611 	EXP 	rating_score: markerPos = None
36.8611 	EXP 	rating_score: rating = None
36.8611 	EXP 	text_3: autoDraw = True
36.8611 	EXP 	rating_score: autoDraw = True
36.8611 	EXP 	text_7: autoDraw = True
46.0875 	DATA 	Mouse: Left button down, pos=(1357,500)
46.1136 	EXP 	rating_score: markerPos = 3.9771428406238556
46.1327 	EXP 	rating_score: markerPos = 3.9771428406238556
46.1513 	EXP 	rating_score: markerPos = 3.9771428406238556
46.1700 	EXP 	rating_score: markerPos = 3.9771428406238556
46.1882 	EXP 	rating_score: markerPos = 3.9771428406238556
46.2089 	EXP 	rating_score: markerPos = 3.9771428406238556
46.2142 	DATA 	Mouse:  Left button up, pos=(1357,500)
46.2297 	EXP 	rating_score: markerPos = 4.0
46.2297 	EXP 	rating_score: rating = 4.0
47.1384 	DATA 	Keypress: space
47.1541 	EXP 	New trial (rep=1, index=0): None
47.1940 	EXP 	text_3: autoDraw = False
47.1940 	EXP 	rating_score: autoDraw = False
47.1940 	EXP 	text_7: autoDraw = False
47.1940 	EXP 	text_2: text = "You have finished the trail experiment. Now you are ready to run the actual experiment, press 'space' to continue."
47.1940 	EXP 	text_2: autoDraw = True
55.8582 	DATA 	Keypress: space
55.8663 	EXP 	text_2: autoDraw = False
55.8663 	EXP 	img_shuffled: image = <PIL.Image.Image image mode=RGB size=512x512 at 0x2702F6FE630>
55.8663 	EXP 	img_shuffled: autoDraw = True
57.3572 	EXP 	img_shuffled: autoDraw = False
57.3572 	EXP 	image_stimuli: image = './images/female/3.jpg'
57.3572 	EXP 	image_stimuli: autoDraw = True
62.3593 	EXP 	image_stimuli: autoDraw = False
62.3593 	EXP 	rating_score: markerPos = None
62.3593 	EXP 	rating_score: markerPos = None
62.3593 	EXP 	rating_score: rating = None
62.3593 	EXP 	text_3: autoDraw = True
