trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,gender_slider.response,is_trial,image.dir,image.num,rating_score.response,rating_score.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,1.0,y,./images/female/17.jpg,17.jpg,4.0,9.380301900000632,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
1,0,1,0,,n,./images/female/3.jpg,3.jpg,3.0,1.7176736000001256,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
2,0,2,0,,n,./images/female/19.jpg,19.jpg,3.0,1.168766499999947,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
3,0,3,0,,n,./images/female/2.jpg,2.jpg,2.0,1.3702279000008275,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
4,0,4,0,,n,./images/female/21.jpg,21.jpg,4.0,2.4186909000000014,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
5,0,5,0,,n,./images/female/7.jpg,7.jpg,4.0,1.0089914000000135,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
6,0,6,0,,n,./images/female/6.jpg,6.jpg,4.0,1.2582188000005772,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
7,0,7,0,,n,./images/female/30.jpg,30.jpg,4.0,0.6995907000000443,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
8,0,8,0,,n,./images/female/23.jpg,23.jpg,4.0,0.7306676999996853,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
9,0,9,0,,n,./images/female/15.jpg,15.jpg,3.0,1.3721543999999994,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
10,0,10,0,,n,./images/female/5.jpg,5.jpg,2.0,1.7364631999998892,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
11,0,11,0,,n,./images/female/8.jpg,8.jpg,3.0,0.9444864999995843,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
12,0,12,0,,n,./images/female/18.jpg,18.jpg,3.0,1.2312259999998787,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
13,0,13,0,,n,./images/female/25.jpg,25.jpg,4.0,5.03023789999952,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
14,0,14,0,,n,./images/female/28.jpg,28.jpg,4.0,0.6570381999999881,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
15,0,15,0,,n,./images/female/13.jpg,13.jpg,4.0,0.5298408999997264,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
16,0,16,0,,n,./images/female/9.jpg,9.jpg,4.0,0.4938908000003721,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
17,0,17,0,,n,./images/female/14.jpg,14.jpg,3.0,2.419599200000448,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
18,0,18,0,,n,./images/female/29.jpg,29.jpg,3.0,1.755502400000296,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
19,0,19,0,,n,./images/female/11.jpg,11.jpg,3.0,0.7338847999999416,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
20,0,20,0,,n,./images/female/10.jpg,10.jpg,2.0,0.8351981000005253,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
21,0,21,0,,n,./images/female/16.jpg,16.jpg,1.0,1.1639157999998133,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
22,0,22,0,,n,./images/female/24.jpg,24.jpg,1.0,3.8219804000000295,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
23,0,23,0,,n,./images/female/1.jpg,1.jpg,3.0,1.0526830000007976,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
24,0,24,0,,n,./images/female/20.jpg,20.jpg,4.0,0.8374407999999676,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
25,0,25,0,,n,./images/female/12.jpg,12.jpg,3.0,3.4423902999997154,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
26,0,26,0,,n,./images/female/26.jpg,26.jpg,3.0,1.6748956999999791,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
27,0,27,0,,n,./images/female/22.jpg,22.jpg,3.0,0.6440956999995251,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
28,0,28,0,,n,./images/female/27.jpg,27.jpg,3.0,0.8061468000005334,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
29,0,29,0,,n,./images/female/4.jpg,4.jpg,2.0,1.6664183000002595,119414,001,2022_Aug_04_1315,pupil_reaction_to_faces,2021.2.3,59.91690723312538,
